Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,Resume score,prediction
1679,Providence College,2.64,Phd,Providence,N/A,N/A,1,N/A,1,Data Scientist,10/20,05/21,N/A,N/A,N/A,N/A,N/A,N/A,3.57,0
1680,Providence College,3.5,Masters,Providence,N/A,N/A,0,1,2,Data Scientist,11/17,01/18,N/A,N/A,N/A,N/A,N/A,N/A,7.51,0
1681,Providence College,2.86,Masters,Providence,N/A,0,1,0,1,Data Scientist,09/14,07/15,N/A,N/A,N/A,N/A,N/A,N/A,9.42,0
1682,Providence College,2.18,Masters,Providence,F,0,1,N/A,1,Data Scientist,04/21,12/21,N/A,N/A,N/A,N/A,N/A,N/A,5.99,1
1683,Providence College,2.57,Masters,Providence,N/A,1,0,N/A,1,Data Scientist,03/14,07/15,N/A,N/A,N/A,N/A,N/A,N/A,6.35,0
1684,Providence College,2.84,Phd,Providence,F,1,1,N/A,1,Data Scientist,10/18,04/20,N/A,N/A,N/A,N/A,N/A,N/A,3.4,1
1685,Providence College,2.59,Phd,Providence,N/A,1,1,N/A,4,Data Scientist,06/16,11/17,N/A,N/A,N/A,N/A,N/A,N/A,6.65,0
1686,Providence College,2.66,Masters,Providence,M,1,0,0,0,Data Scientist,08/20,05/22,N/A,N/A,N/A,N/A,N/A,N/A,7.73,0
1687,Providence College,2.59,Masters,Providence,M,0,0,0,2,Data Scientist,08/21,09/22,N/A,N/A,N/A,N/A,N/A,N/A,5.69,1
1688,Providence College,2.08,Phd,Providence,M,0,0,N/A,2,Data Scientist,04/17,05/19,N/A,N/A,N/A,N/A,N/A,N/A,1.37,0
1689,Providence College,3.27,Bachelors,Providence,F,0,1,0,1,Data Scientist,02/16,10/16,N/A,N/A,N/A,N/A,N/A,N/A,3.12,1
1690,Providence College,3.19,Bachelors,Providence,F,1,1,N/A,2,Data Scientist,02/20,04/20,N/A,N/A,N/A,N/A,N/A,N/A,8.34,0
1691,Providence College,3.31,Bachelors,Providence,F,0,1,1,3,Data Scientist,03/21,05/21,N/A,N/A,N/A,N/A,N/A,N/A,4.85,0
1692,Providence College,2.38,Phd,Providence,N/A,N/A,0,1,2,Data Scientist,11/18,08/19,N/A,N/A,N/A,N/A,N/A,N/A,0.97,0
1693,Providence College,2.59,Phd,Providence,F,1,1,1,1,Data Scientist,10/17,02/18,N/A,N/A,N/A,N/A,N/A,N/A,1.36,0
1694,Providence College,3.24,Bachelors,Providence,F,N/A,1,0,2,Data Scientist,11/16,06/17,N/A,N/A,N/A,N/A,N/A,N/A,6.06,1
1695,Providence College,3.2,Bachelors,Providence,F,1,1,N/A,0,Data Scientist,09/14,08/15,N/A,N/A,N/A,N/A,N/A,N/A,6.89,0
1696,Providence College,3.01,Masters,Providence,F,0,0,1,1,Data Scientist,01/19,06/19,N/A,N/A,N/A,N/A,N/A,N/A,4.21,0
1697,Providence College,2.7,Phd,Providence,M,1,0,1,4,Data Scientist,11/21,02/23,N/A,N/A,N/A,N/A,N/A,N/A,0.25,1
1698,Providence College,3.83,Phd,Providence,N/A,N/A,0,0,0,Data Scientist,05/16,08/17,N/A,N/A,N/A,N/A,N/A,N/A,4.86,0
1699,Providence College,2.68,Bachelors,Providence,M,1,1,0,2,Data Scientist,04/19,09/20,N/A,N/A,N/A,N/A,N/A,N/A,0.35,1
1700,Providence College,2.91,Bachelors,Providence,N/A,N/A,1,1,4,Data Scientist,05/17,06/19,N/A,N/A,N/A,N/A,N/A,N/A,5.31,0
1701,Providence College,3.36,Phd,Providence,N/A,0,0,N/A,0,Data Scientist,01/22,06/23,N/A,N/A,N/A,N/A,N/A,N/A,3.15,0
1702,Providence College,3.09,Masters,Providence,M,N/A,0,N/A,3,Data Scientist,11/19,08/20,N/A,N/A,N/A,N/A,N/A,N/A,7.61,1
1703,Providence College,2.69,Bachelors,Providence,F,0,1,N/A,0,Data Scientist,06/20,08/21,N/A,N/A,N/A,N/A,N/A,N/A,1.86,0
1704,Providence College,2.87,Phd,Providence,M,N/A,0,1,4,Data Scientist,10/21,12/22,N/A,N/A,N/A,N/A,N/A,N/A,0.59,1
1705,Providence College,3.59,Phd,Providence,N/A,0,1,0,3,Data Scientist,02/18,09/18,N/A,N/A,N/A,N/A,N/A,N/A,7.31,0
1706,Providence College,2.56,Masters,Providence,N/A,N/A,0,N/A,2,Data Scientist,01/17,10/17,N/A,N/A,N/A,N/A,N/A,N/A,0.33,0
1707,Providence College,2.28,Masters,Providence,F,0,0,1,1,Data Scientist,07/14,04/16,N/A,N/A,N/A,N/A,N/A,N/A,0.64,1
1708,Providence College,2.63,Bachelors,Providence,M,0,0,1,2,Data Scientist,05/21,11/21,N/A,N/A,N/A,N/A,N/A,N/A,1.88,1
1709,Providence College,3.7,Bachelors,Providence,N/A,0,1,0,1,Data Scientist,08/15,07/17,N/A,N/A,N/A,N/A,N/A,N/A,0.1,0
1710,Providence College,2.18,Bachelors,Providence,M,N/A,0,N/A,1,Data Scientist,07/19,06/21,N/A,N/A,N/A,N/A,N/A,N/A,0.79,1
1711,Providence College,3.98,Phd,Providence,F,N/A,1,1,4,Data Scientist,06/18,02/19,N/A,N/A,N/A,N/A,N/A,N/A,9.31,0
1712,Providence College,3.08,Bachelors,Providence,F,0,0,N/A,3,Data Scientist,01/17,04/17,N/A,N/A,N/A,N/A,N/A,N/A,0.29,1
1713,Providence College,3.97,Phd,Providence,N/A,1,0,N/A,3,Data Scientist,05/14,11/14,N/A,N/A,N/A,N/A,N/A,N/A,1.61,0
1714,Providence College,3.88,Bachelors,Providence,F,0,1,N/A,0,Data Scientist,05/15,06/16,N/A,N/A,N/A,N/A,N/A,N/A,0.63,1
1715,Providence College,2.91,Masters,Providence,N/A,1,1,1,2,Data Scientist,12/15,01/17,N/A,N/A,N/A,N/A,N/A,N/A,0.76,0
1716,Providence College,2.4,Masters,Providence,N/A,0,0,N/A,4,Data Scientist,08/19,12/19,N/A,N/A,N/A,N/A,N/A,N/A,3.95,0
1717,Providence College,2.33,Phd,Providence,F,N/A,1,0,2,Data Scientist,04/21,10/21,N/A,N/A,N/A,N/A,N/A,N/A,6.7,0
1718,Providence College,2.48,Masters,Providence,F,1,0,1,0,Data Scientist,04/17,02/18,N/A,N/A,N/A,N/A,N/A,N/A,4.8,0
1719,Providence College,3.42,Phd,Providence,M,N/A,1,1,0,Data Scientist,03/18,11/19,N/A,N/A,N/A,N/A,N/A,N/A,4.44,0
1720,Providence College,2.55,Phd,Providence,M,1,1,N/A,4,Data Scientist,12/14,12/16,N/A,N/A,N/A,N/A,N/A,N/A,8.31,1
1721,Providence College,2.68,Masters,Providence,N/A,1,0,N/A,0,Data Scientist,09/17,05/18,N/A,N/A,N/A,N/A,N/A,N/A,7.69,0
1722,Providence College,2.9,Phd,Providence,M,1,0,N/A,4,Data Scientist,03/16,01/17,N/A,N/A,N/A,N/A,N/A,N/A,6.52,0
1723,Providence College,3.83,Masters,Providence,N/A,1,1,1,0,Data Scientist,08/19,10/19,N/A,N/A,N/A,N/A,N/A,N/A,8.95,0
1724,Providence College,2.38,Bachelors,Providence,F,N/A,1,0,3,Data Scientist,11/21,09/22,N/A,N/A,N/A,N/A,N/A,N/A,2.22,0
1725,Providence College,2.01,Bachelors,Providence,F,1,0,0,4,Data Scientist,09/16,12/16,N/A,N/A,N/A,N/A,N/A,N/A,7.08,0
1726,Providence College,2.12,Masters,Providence,M,0,1,1,3,Data Scientist,05/17,10/17,N/A,N/A,N/A,N/A,N/A,N/A,0.57,0
1727,Providence College,3.81,Masters,Providence,N/A,0,1,0,3,Data Scientist,07/18,10/18,N/A,N/A,N/A,N/A,N/A,N/A,5.35,0
1728,Providence College,3.3,Masters,Providence,N/A,1,1,N/A,4,Data Scientist,03/20,01/22,N/A,N/A,N/A,N/A,N/A,N/A,9.3,0
1729,Providence College,2.55,Masters,Providence,M,N/A,1,1,2,Data Scientist,06/16,08/16,N/A,N/A,N/A,N/A,N/A,N/A,4.18,0
1730,Providence College,2.35,Bachelors,Providence,N/A,N/A,0,0,1,Data Scientist,08/18,03/19,N/A,N/A,N/A,N/A,N/A,N/A,9.91,0
1731,Providence College,2.59,Phd,Providence,N/A,1,0,1,0,Data Scientist,08/21,01/22,N/A,N/A,N/A,N/A,N/A,N/A,0.13,0
1732,Providence College,2.23,Phd,Providence,F,N/A,1,0,0,Data Scientist,11/18,11/19,N/A,N/A,N/A,N/A,N/A,N/A,3.48,0
1733,Providence College,3.88,Bachelors,Providence,N/A,N/A,1,1,2,Data Scientist,06/19,09/20,N/A,N/A,N/A,N/A,N/A,N/A,7.18,0
1734,Providence College,3.57,Phd,Providence,N/A,N/A,0,0,1,Data Scientist,07/14,03/16,N/A,N/A,N/A,N/A,N/A,N/A,0.98,0
1735,Providence College,2.92,Bachelors,Providence,N/A,1,1,1,2,Data Scientist,05/18,03/20,N/A,N/A,N/A,N/A,N/A,N/A,7.72,0
1736,Providence College,3.73,Phd,Providence,M,0,1,1,1,Data Scientist,03/14,05/15,N/A,N/A,N/A,N/A,N/A,N/A,1.17,1
1737,Providence College,2.5,Masters,Providence,M,0,1,1,4,Data Scientist,05/20,03/21,N/A,N/A,N/A,N/A,N/A,N/A,2.2,0
1738,Providence College,3.43,Masters,Providence,M,0,1,1,4,Data Scientist,07/15,05/16,N/A,N/A,N/A,N/A,N/A,N/A,7.69,1
1739,Providence College,3.71,Masters,Providence,N/A,0,1,1,3,Data Scientist,04/15,12/16,N/A,N/A,N/A,N/A,N/A,N/A,1.47,0
1740,Providence College,2.71,Bachelors,Providence,N/A,0,0,N/A,3,Data Scientist,12/17,01/19,N/A,N/A,N/A,N/A,N/A,N/A,4.57,0
1741,Providence College,3.51,Bachelors,Providence,M,N/A,1,1,4,Data Scientist,12/16,12/17,N/A,N/A,N/A,N/A,N/A,N/A,8.33,1
1742,Providence College,2.59,Phd,Providence,M,N/A,1,1,3,Data Scientist,02/14,11/15,N/A,N/A,N/A,N/A,N/A,N/A,9.13,0
1743,Providence College,2.6,Phd,Providence,N/A,N/A,1,1,4,Data Scientist,05/15,04/17,N/A,N/A,N/A,N/A,N/A,N/A,0.67,0
1744,Providence College,2.21,Phd,Providence,N/A,1,0,0,2,Data Scientist,08/18,08/19,N/A,N/A,N/A,N/A,N/A,N/A,0.98,0
1745,Providence College,2.88,Bachelors,Providence,F,N/A,1,1,0,Data Scientist,09/20,02/22,N/A,N/A,N/A,N/A,N/A,N/A,6.97,1
1746,Providence College,3.46,Phd,Providence,M,0,1,N/A,4,Data Scientist,05/19,12/19,N/A,N/A,N/A,N/A,N/A,N/A,4.68,0
1747,Providence College,3.88,Masters,Providence,N/A,N/A,0,1,4,Data Scientist,05/18,09/19,N/A,N/A,N/A,N/A,N/A,N/A,7.33,0
1748,Providence College,3.21,Phd,Providence,M,0,0,0,4,Data Scientist,09/16,04/17,N/A,N/A,N/A,N/A,N/A,N/A,1.93,0
1749,Providence College,3.73,Masters,Providence,M,N/A,0,0,3,Data Scientist,08/14,07/16,N/A,N/A,N/A,N/A,N/A,N/A,7.25,1
1750,Providence College,3.64,Bachelors,Providence,M,0,0,1,3,Data Scientist,01/16,05/16,N/A,N/A,N/A,N/A,N/A,N/A,6.65,1
1751,Providence College,2.35,Masters,Providence,F,N/A,1,1,3,Data Scientist,08/14,12/14,N/A,N/A,N/A,N/A,N/A,N/A,4.51,0
1752,Providence College,2.97,Masters,Providence,N/A,0,1,1,3,Data Scientist,03/17,01/18,N/A,N/A,N/A,N/A,N/A,N/A,4.9,0
1753,Providence College,2.23,Masters,Providence,N/A,0,1,1,2,Data Scientist,01/17,12/18,N/A,N/A,N/A,N/A,N/A,N/A,4.25,0
1754,Providence College,3.36,Bachelors,Providence,M,1,0,0,4,Data Scientist,01/19,12/20,N/A,N/A,N/A,N/A,N/A,N/A,9.8,0
1755,Providence College,3.9,Bachelors,Providence,N/A,N/A,1,1,2,Data Scientist,03/19,09/20,N/A,N/A,N/A,N/A,N/A,N/A,5.17,0
1756,Providence College,2.27,Bachelors,Providence,F,0,0,0,3,Data Scientist,12/19,08/21,N/A,N/A,N/A,N/A,N/A,N/A,1.68,1
1757,Providence College,3.47,Bachelors,Providence,M,N/A,0,0,2,Data Scientist,05/14,11/14,N/A,N/A,N/A,N/A,N/A,N/A,1.92,1
1758,Providence College,3.26,Phd,Providence,F,0,1,N/A,4,Data Scientist,12/17,12/18,N/A,N/A,N/A,N/A,N/A,N/A,5.52,1
1759,Providence College,3.17,Bachelors,Providence,F,1,0,0,4,Data Scientist,06/21,01/22,N/A,N/A,N/A,N/A,N/A,N/A,9.05,0
1760,Providence College,2.78,Masters,Providence,N/A,1,0,1,3,Data Scientist,06/19,05/21,N/A,N/A,N/A,N/A,N/A,N/A,5.55,0
1761,Providence College,2.71,Bachelors,Providence,N/A,1,1,1,4,Data Scientist,06/16,09/17,N/A,N/A,N/A,N/A,N/A,N/A,5.92,0
1762,Providence College,2.09,Phd,Providence,F,1,1,1,2,Data Scientist,01/19,02/20,N/A,N/A,N/A,N/A,N/A,N/A,1.74,0
1763,Providence College,2.44,Phd,Providence,N/A,0,0,1,1,Data Scientist,10/16,09/18,N/A,N/A,N/A,N/A,N/A,N/A,8.05,0
1764,Providence College,2.03,Phd,Providence,F,N/A,1,N/A,4,Data Scientist,02/16,10/16,N/A,N/A,N/A,N/A,N/A,N/A,8.16,0
1765,Providence College,3.16,Masters,Providence,F,1,1,N/A,2,Data Scientist,01/18,06/18,N/A,N/A,N/A,N/A,N/A,N/A,4.46,0
1766,Providence College,2.21,Bachelors,Providence,M,1,0,N/A,2,Data Scientist,11/15,05/16,N/A,N/A,N/A,N/A,N/A,N/A,1.51,0
1767,Providence College,3.75,Bachelors,Providence,F,1,0,N/A,2,Data Scientist,04/15,10/15,N/A,N/A,N/A,N/A,N/A,N/A,6.69,0
1768,Providence College,3.05,Bachelors,Providence,F,N/A,1,0,4,Data Scientist,12/19,10/21,N/A,N/A,N/A,N/A,N/A,N/A,3.1,0
1769,Providence College,3.4,Masters,Providence,N/A,0,1,N/A,1,Data Scientist,04/20,07/20,N/A,N/A,N/A,N/A,N/A,N/A,8.75,0
1770,Providence College,2.82,Masters,Providence,M,0,0,0,3,Data Scientist,01/17,01/18,N/A,N/A,N/A,N/A,N/A,N/A,1.69,1
1771,Providence College,3.12,Phd,Providence,N/A,0,1,1,3,Data Scientist,04/20,12/21,N/A,N/A,N/A,N/A,N/A,N/A,7.99,0
1772,Providence College,3.89,Phd,Providence,M,0,0,0,4,Data Scientist,04/17,08/17,N/A,N/A,N/A,N/A,N/A,N/A,2.27,0
1773,Providence College,2.17,Bachelors,Providence,N/A,N/A,0,0,4,Data Scientist,04/16,01/17,N/A,N/A,N/A,N/A,N/A,N/A,7.37,0
1774,Providence College,2.51,Masters,Providence,F,N/A,1,N/A,0,Data Scientist,08/15,06/17,N/A,N/A,N/A,N/A,N/A,N/A,1.78,0
1775,Providence College,3.56,Masters,Providence,M,N/A,1,1,1,Data Scientist,12/19,12/20,N/A,N/A,N/A,N/A,N/A,N/A,7.66,0
1776,Providence College,2.2,Bachelors,Providence,M,1,1,1,2,Data Scientist,08/15,12/16,N/A,N/A,N/A,N/A,N/A,N/A,2.77,1
1777,Providence College,2.15,Bachelors,Providence,M,N/A,1,N/A,2,Data Scientist,07/14,09/15,N/A,N/A,N/A,N/A,N/A,N/A,5.76,0
1778,Providence College,2.72,Phd,Providence,M,0,1,0,3,Data Scientist,12/18,03/20,N/A,N/A,N/A,N/A,N/A,N/A,5.69,1
1779,Providence College,2.18,Phd,Providence,N/A,N/A,0,N/A,4,Data Scientist,05/16,02/17,N/A,N/A,N/A,N/A,N/A,N/A,3.36,0
1780,Providence College,3.17,Phd,Providence,N/A,1,1,0,1,Data Scientist,03/15,02/16,N/A,N/A,N/A,N/A,N/A,N/A,6.86,0
1781,Providence College,2.45,Bachelors,Providence,M,0,0,N/A,3,Data Scientist,05/20,03/22,N/A,N/A,N/A,N/A,N/A,N/A,8.37,1
1782,Providence College,3.79,Bachelors,Providence,M,N/A,1,N/A,1,Data Scientist,11/18,03/19,N/A,N/A,N/A,N/A,N/A,N/A,3.81,1
1783,Providence College,3.57,Phd,Providence,M,0,0,1,4,Data Scientist,10/21,11/22,N/A,N/A,N/A,N/A,N/A,N/A,4.44,0
1784,Providence College,3.4,Phd,Providence,N/A,0,1,1,2,Data Scientist,02/14,02/15,N/A,N/A,N/A,N/A,N/A,N/A,7.17,0
1785,Providence College,3.23,Masters,Providence,M,N/A,1,1,0,Data Scientist,08/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,3.0,0
1786,Providence College,3.73,Masters,Providence,M,N/A,0,N/A,1,Data Scientist,05/16,01/18,N/A,N/A,N/A,N/A,N/A,N/A,1.28,1
1787,Providence College,2.45,Phd,Providence,M,1,1,1,2,Data Scientist,02/18,11/19,N/A,N/A,N/A,N/A,N/A,N/A,9.86,1
1788,Providence College,3.75,Phd,Providence,N/A,N/A,1,1,1,Data Scientist,09/16,07/17,N/A,N/A,N/A,N/A,N/A,N/A,5.79,0
1789,Providence College,3.58,Masters,Providence,F,N/A,0,N/A,1,Data Scientist,03/14,11/15,N/A,N/A,N/A,N/A,N/A,N/A,7.81,0
1790,Providence College,3.5,Phd,Providence,F,N/A,0,1,1,Data Scientist,06/18,06/19,N/A,N/A,N/A,N/A,N/A,N/A,2.21,0
1791,Providence College,3.12,Masters,Providence,N/A,0,0,0,4,Data Scientist,11/20,04/22,N/A,N/A,N/A,N/A,N/A,N/A,5.63,0
1792,Providence College,2.49,Masters,Providence,F,1,1,1,3,Data Scientist,07/16,01/17,N/A,N/A,N/A,N/A,N/A,N/A,8.46,0
1793,Providence College,2.85,Masters,Providence,M,0,0,0,1,Data Scientist,03/17,03/18,N/A,N/A,N/A,N/A,N/A,N/A,1.59,1
1794,Providence College,3.59,Bachelors,Providence,M,N/A,0,1,4,Data Scientist,12/18,07/20,N/A,N/A,N/A,N/A,N/A,N/A,0.01,1
1795,Providence College,2.06,Bachelors,Providence,N/A,1,1,N/A,0,Data Scientist,09/18,03/20,N/A,N/A,N/A,N/A,N/A,N/A,8.27,0
1796,Providence College,3.56,Phd,Providence,N/A,N/A,1,N/A,3,Data Scientist,01/17,06/17,N/A,N/A,N/A,N/A,N/A,N/A,1.55,0
1797,Providence College,2.48,Masters,Providence,F,0,1,1,4,Data Scientist,07/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,4.07,1
1798,Providence College,2.29,Bachelors,Providence,F,0,1,0,0,Data Scientist,12/20,03/22,N/A,N/A,N/A,N/A,N/A,N/A,5.97,0
1799,Providence College,2.23,Phd,Providence,M,N/A,1,1,3,Data Scientist,08/18,06/20,N/A,N/A,N/A,N/A,N/A,N/A,6.29,1
1800,Providence College,2.05,Phd,Providence,N/A,1,1,N/A,4,Data Scientist,08/18,05/20,N/A,N/A,N/A,N/A,N/A,N/A,5.77,0
1801,Providence College,3.05,Phd,Providence,F,0,0,1,0,Data Scientist,06/14,09/15,N/A,N/A,N/A,N/A,N/A,N/A,5.95,0
1802,Providence College,2.44,Phd,Providence,F,N/A,0,N/A,4,Data Scientist,11/20,10/21,N/A,N/A,N/A,N/A,N/A,N/A,0.59,0
1803,Providence College,3.98,Phd,Providence,M,N/A,1,0,0,Data Scientist,12/20,01/22,N/A,N/A,N/A,N/A,N/A,N/A,0.01,0
1804,Providence College,3.15,Masters,Providence,M,N/A,0,0,1,Data Scientist,01/15,06/15,N/A,N/A,N/A,N/A,N/A,N/A,2.01,1
1805,Providence College,2.28,Phd,Providence,M,1,0,N/A,1,Data Scientist,03/17,08/18,N/A,N/A,N/A,N/A,N/A,N/A,2.32,1
1806,Providence College,3.38,Masters,Providence,M,N/A,0,0,3,Data Scientist,01/14,12/15,N/A,N/A,N/A,N/A,N/A,N/A,7.1,1
1807,Providence College,3.8,Bachelors,Providence,F,N/A,0,N/A,0,Data Scientist,11/16,08/18,N/A,N/A,N/A,N/A,N/A,N/A,1.7,1
1808,Providence College,3.49,Phd,Providence,N/A,0,1,N/A,1,Data Scientist,11/16,02/18,N/A,N/A,N/A,N/A,N/A,N/A,3.57,0
1809,Providence College,2.15,Bachelors,Providence,N/A,N/A,1,N/A,3,Data Scientist,07/20,03/22,N/A,N/A,N/A,N/A,N/A,N/A,1.85,0
1810,Providence College,3.79,Masters,Providence,M,1,0,1,2,Data Scientist,07/18,03/19,N/A,N/A,N/A,N/A,N/A,N/A,6.76,1
1811,Providence College,3.59,Masters,Providence,M,N/A,1,0,1,Data Scientist,06/15,09/15,N/A,N/A,N/A,N/A,N/A,N/A,2.48,1
1812,Providence College,2.32,Bachelors,Providence,F,1,0,1,1,Data Scientist,04/14,10/15,N/A,N/A,N/A,N/A,N/A,N/A,9.47,0
1813,Providence College,2.1,Phd,Providence,M,N/A,0,1,4,Data Scientist,08/19,01/21,N/A,N/A,N/A,N/A,N/A,N/A,6.8,1
1814,Providence College,3.11,Phd,Providence,N/A,N/A,1,0,2,Data Scientist,04/19,03/21,N/A,N/A,N/A,N/A,N/A,N/A,1.35,0
1815,Providence College,2.31,Bachelors,Providence,M,N/A,0,1,0,Data Scientist,03/18,12/18,N/A,N/A,N/A,N/A,N/A,N/A,9.66,1
1816,Providence College,3.67,Bachelors,Providence,N/A,1,1,N/A,3,Data Scientist,11/15,12/16,N/A,N/A,N/A,N/A,N/A,N/A,4.96,0
1817,Providence College,2.72,Bachelors,Providence,M,0,1,1,2,Data Scientist,11/15,04/16,N/A,N/A,N/A,N/A,N/A,N/A,1.39,1
1818,Providence College,3.83,Phd,Providence,M,1,1,N/A,0,Data Scientist,02/16,08/17,N/A,N/A,N/A,N/A,N/A,N/A,2.04,0
1819,Providence College,3.13,Phd,Providence,N/A,0,1,0,1,Data Scientist,01/16,05/17,N/A,N/A,N/A,N/A,N/A,N/A,7.39,0
1820,Providence College,2.37,Phd,Providence,F,1,1,1,3,Data Scientist,11/21,06/23,N/A,N/A,N/A,N/A,N/A,N/A,2.77,0
1821,Providence College,2.28,Bachelors,Providence,F,N/A,1,0,3,Data Scientist,03/21,03/23,N/A,N/A,N/A,N/A,N/A,N/A,6.46,1
1822,Providence College,3.15,Phd,Providence,M,N/A,1,N/A,2,Data Scientist,02/19,04/20,N/A,N/A,N/A,N/A,N/A,N/A,4.42,1
1823,Providence College,3.52,Masters,Providence,M,0,1,1,4,Data Scientist,05/18,09/19,N/A,N/A,N/A,N/A,N/A,N/A,5.19,0
1824,Providence College,3.56,Bachelors,Providence,N/A,0,1,N/A,0,Data Scientist,08/16,10/16,N/A,N/A,N/A,N/A,N/A,N/A,8.17,0
1825,Providence College,2.55,Phd,Providence,N/A,1,0,N/A,2,Data Scientist,10/19,06/20,N/A,N/A,N/A,N/A,N/A,N/A,6.36,0
1826,Providence College,2.41,Bachelors,Providence,M,1,1,N/A,4,Data Scientist,11/20,07/22,N/A,N/A,N/A,N/A,N/A,N/A,7.77,0
1827,Providence College,2.03,Masters,Providence,N/A,0,0,0,4,Data Scientist,11/14,08/16,N/A,N/A,N/A,N/A,N/A,N/A,6.87,0
1828,Providence College,3.36,Masters,Providence,F,0,1,0,4,Data Scientist,09/21,03/22,N/A,N/A,N/A,N/A,N/A,N/A,7.46,0
1829,Providence College,2.15,Bachelors,Providence,F,1,0,0,3,Data Scientist,11/19,05/20,N/A,N/A,N/A,N/A,N/A,N/A,0.78,1
1830,Providence College,2.84,Bachelors,Providence,N/A,0,1,1,0,Data Scientist,03/19,02/20,N/A,N/A,N/A,N/A,N/A,N/A,8.01,0
1831,Providence College,3.2,Masters,Providence,N/A,0,1,N/A,0,Data Scientist,03/14,12/14,N/A,N/A,N/A,N/A,N/A,N/A,0.6,0
1832,Providence College,3.87,Bachelors,Providence,N/A,0,1,0,2,Data Scientist,05/20,02/21,N/A,N/A,N/A,N/A,N/A,N/A,5.66,0
1833,Providence College,2.62,Masters,Providence,F,0,0,N/A,1,Data Scientist,10/16,01/17,N/A,N/A,N/A,N/A,N/A,N/A,9.32,0
1834,Providence College,2.5,Masters,Providence,M,N/A,0,0,2,Data Scientist,02/15,04/16,N/A,N/A,N/A,N/A,N/A,N/A,8.94,0
1835,Providence College,3.31,Phd,Providence,N/A,N/A,1,N/A,0,Data Scientist,08/21,03/22,N/A,N/A,N/A,N/A,N/A,N/A,3.55,0
1836,Providence College,3.24,Bachelors,Providence,N/A,0,0,0,3,Data Scientist,04/16,05/17,N/A,N/A,N/A,N/A,N/A,N/A,1.37,0
1837,Providence College,2.66,Bachelors,Providence,N/A,1,1,0,2,Data Scientist,10/18,05/19,N/A,N/A,N/A,N/A,N/A,N/A,2.07,0
1838,Providence College,3.86,Phd,Providence,M,N/A,0,0,1,Data Scientist,08/21,07/23,N/A,N/A,N/A,N/A,N/A,N/A,2.2,0
1839,Providence College,3.69,Masters,Providence,N/A,1,0,0,2,Data Scientist,06/15,11/16,N/A,N/A,N/A,N/A,N/A,N/A,9.23,0
1840,Providence College,2.45,Bachelors,Providence,N/A,1,0,N/A,4,Data Scientist,02/18,12/19,N/A,N/A,N/A,N/A,N/A,N/A,9.46,0
1841,Providence College,2.48,Phd,Providence,F,N/A,1,0,1,Data Scientist,10/18,04/20,N/A,N/A,N/A,N/A,N/A,N/A,3.1,0
1842,Providence College,3.02,Phd,Providence,N/A,1,0,0,4,Data Scientist,11/21,09/23,N/A,N/A,N/A,N/A,N/A,N/A,1.86,0
1843,Providence College,3.55,Bachelors,Providence,F,1,0,0,3,Data Scientist,12/16,10/17,N/A,N/A,N/A,N/A,N/A,N/A,6.2,1
1844,Providence College,2.09,Phd,Providence,M,0,1,N/A,0,Data Scientist,10/17,10/18,N/A,N/A,N/A,N/A,N/A,N/A,1.18,0
1845,Providence College,3.39,Masters,Providence,N/A,0,1,0,2,Data Scientist,07/17,06/18,N/A,N/A,N/A,N/A,N/A,N/A,3.35,0
1846,Providence College,3.3,Phd,Providence,N/A,0,0,N/A,2,Data Scientist,04/18,08/18,N/A,N/A,N/A,N/A,N/A,N/A,9.97,0
1847,Providence College,2.46,Masters,Providence,F,N/A,0,1,4,Data Scientist,04/17,09/17,N/A,N/A,N/A,N/A,N/A,N/A,2.28,1
1848,Providence College,3.36,Masters,Providence,M,0,1,N/A,4,Data Scientist,05/18,08/19,N/A,N/A,N/A,N/A,N/A,N/A,2.32,1
1849,Providence College,3.88,Bachelors,Providence,M,1,1,1,0,Data Scientist,10/20,03/22,N/A,N/A,N/A,N/A,N/A,N/A,2.0,1
1850,Providence College,2.09,Phd,Providence,F,1,1,0,2,Data Scientist,06/16,12/17,N/A,N/A,N/A,N/A,N/A,N/A,4.9,0
1851,Providence College,2.64,Masters,Providence,M,1,1,0,0,Data Scientist,07/17,12/18,N/A,N/A,N/A,N/A,N/A,N/A,1.35,0
1852,Providence College,2.88,Masters,Providence,M,1,1,N/A,4,Data Scientist,11/20,12/21,N/A,N/A,N/A,N/A,N/A,N/A,7.69,1
1853,Providence College,3.8,Phd,Providence,M,1,0,0,4,Data Scientist,12/16,01/18,N/A,N/A,N/A,N/A,N/A,N/A,4.99,0
1854,Providence College,3.92,Masters,Providence,M,N/A,1,0,1,Data Scientist,06/15,10/16,N/A,N/A,N/A,N/A,N/A,N/A,0.92,1
1855,Providence College,2.89,Phd,Providence,M,1,1,N/A,4,Data Scientist,11/16,07/18,N/A,N/A,N/A,N/A,N/A,N/A,8.28,0
1856,Providence College,3.5,Bachelors,Providence,M,N/A,0,0,4,Data Scientist,11/20,04/21,N/A,N/A,N/A,N/A,N/A,N/A,2.46,1
