,Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,Resume score,prediction
2196,2197,Truman College,2.56,Bachelors,Los Angeles,N/A,1,0,1,1,Marketing Manager,11/14,03/15,Paramedic,02/14,05/15,N/A,N/A,N/A,4.78,0
2197,2198,Pace University  Pleasantville/Briarcliff,3.54,Bachelors,Stockton,M,1,0,N/A,2,AI Researcher,05/14,08/14,IT Consultant,03/14,01/15,Urban Planner,03/14,08/14,0.84,0
2198,2199,Northern Kentucky University,3.3,Masters,Fort Wayne,M,0,0,1,3,Environmental Scientist,06/20,09/21,Pharmacist,06/15,04/16,Cybersecurity Analyst,10/14,10/15,2.49,0
2199,2200,William Woods University,3.66,Bachelors,Fort Wayne,N/A,0,0,N/A,2,Fashion Designer,09/20,04/22,N/A,N/A,N/A,N/A,N/A,N/A,1.68,0
2200,2201,University of West Florida,3.95,Phd,Arlington,F,N/A,1,N/A,1,Aircraft Pilot,03/16,11/16,N/A,N/A,N/A,N/A,N/A,N/A,3.94,0
2201,2202,University of Colorado Health Sciences Center,2.95,Phd,Plano,N/A,N/A,0,N/A,4,Industrial Designer,11/15,09/16,Pediatric Nurse,01/14,05/15,N/A,N/A,N/A,6.95,0
2202,2203,Wilmington College,2.13,Masters,Chicago,N/A,1,0,0,3,Speech-Language Pathologist,06/15,06/17,N/A,N/A,N/A,N/A,N/A,N/A,6.56,0
2203,2204,Thiel College,2.1,Phd,Fresno,M,N/A,0,N/A,1,IT Consultant,09/14,12/14,Public Relations Officer,08/14,01/15,N/A,N/A,N/A,6.47,1
2204,2205,Dominican College of San Rafael,2.59,Bachelors,Oakland,M,1,0,0,3,Pediatric Nurse,05/18,11/18,N/A,N/A,N/A,N/A,N/A,N/A,4.15,1
2205,2206,Jacksonville State University,3.87,Bachelors,Omaha,N/A,0,1,N/A,0,Human Resources Specialist,08/18,11/19,High School Teacher,07/14,06/16,N/A,N/A,N/A,5.84,0
2206,2207,Martin University,3.05,Bachelors,Albuquerque,F,0,0,1,1,Firefighter,04/14,08/15,Cybersecurity Analyst,04/14,03/15,Urban Planner,01/14,10/14,6.5,0
2207,2208,Antioch University Seattle,2.54,Bachelors,Mesa,N/A,N/A,0,0,0,Fashion Designer,01/18,07/18,Graphic Designer,06/16,10/16,N/A,N/A,N/A,6.89,0
2208,2209,Pillsbury Baptist Bible College,2.8,Masters,Richmond,F,0,0,0,2,Dental Hygienist,10/20,09/22,N/A,N/A,N/A,N/A,N/A,N/A,7.38,0
2209,2210,California Baptist College,3.2,Phd,St. Petersburg,N/A,0,0,0,1,Dietitian,10/20,08/22,Sales Representative,05/15,11/15,N/A,N/A,N/A,3.14,0
2210,2211,Adams State College,3.31,Phd,New Orleans,N/A,1,1,1,0,Environmental Scientist,06/21,02/22,N/A,N/A,N/A,N/A,N/A,N/A,5.03,0
2211,2212,Bethel College Mishawaka,2.31,Bachelors,Sacramento,F,N/A,1,0,4,IT Consultant,09/15,03/16,Supply Chain Analyst,02/14,04/15,Chemical Technician,01/14,12/15,1.32,0
2212,2213,University of the District of Columbia,3.95,Masters,Dallas,N/A,0,1,1,2,Data Scientist,02/19,09/19,N/A,N/A,N/A,N/A,N/A,N/A,3.67,0
2213,2214,Andong National University,3.09,Bachelors,Los Angeles,M,N/A,0,N/A,1,Sales Representative,11/15,11/17,Project Manager,01/14,01/16,Industrial Designer,01/14,05/15,4.74,1
2214,2215,Lewis University,2.27,Bachelors,Boston,N/A,0,1,N/A,1,Firefighter,12/16,09/18,Fashion Designer,04/14,09/14,Event Planner,02/14,10/15,5.61,0
2215,2216,Pennsylvania College of Optometry,3.79,Masters,Detroit,M,1,1,1,4,High School Teacher,09/19,03/20,N/A,N/A,N/A,N/A,N/A,N/A,6.25,1
2216,2217,Methodist College,2.15,Masters,Saint Paul,F,0,1,0,4,Content Writer,01/21,12/21,Civil Engineer,02/17,11/17,Speech-Language Pathologist,04/16,07/16,0.65,0
2217,2218,Universidad Autónoma del Caribe,3.82,Bachelors,Virginia Beach,F,N/A,1,0,0,IT Consultant,07/18,02/20,N/A,N/A,N/A,N/A,N/A,N/A,1.73,0
2218,2219,Oregon Institute of Technology,3.99,Phd,Greensboro,M,N/A,1,1,0,Marine Biologist,03/14,10/15,Project Manager,03/14,09/15,N/A,N/A,N/A,4.06,1
2219,2220,College of Mount St. Joseph,3.4,Bachelors,Indianapolis,N/A,1,0,N/A,0,Customer Service Manager,11/18,08/19,Urban Planner,06/18,04/20,Pharmacist,12/14,10/15,3.66,0
2220,2221,Greenville College,3.54,Phd,Honolulu,M,0,1,1,3,IT Consultant,08/16,03/18,Industrial Designer,10/15,06/16,N/A,N/A,N/A,6.83,0
2221,2222,Yeshiva University,2.67,Phd,San Diego,M,1,1,0,2,Video Game Developer,10/20,08/22,Software Developer,05/19,09/19,N/A,N/A,N/A,3.43,0
2222,2223,State University of New York College at Purchase,3.88,Masters,Plano,F,N/A,1,0,1,AI Researcher,05/14,09/15,N/A,N/A,N/A,N/A,N/A,N/A,9.06,0
2223,2224,University of Louisville,3.06,Masters,San Antonio,M,1,0,0,2,Pharmacist,07/20,01/21,N/A,N/A,N/A,N/A,N/A,N/A,6.23,1
2224,2225,Siena Heights University,3.46,Bachelors,Colorado Springs,N/A,0,0,0,4,Quality Assurance Manager,04/19,04/20,Real Estate Agent,06/17,11/18,Aircraft Pilot,11/14,01/15,1.64,0
2225,2226,University of Maryland Baltimore County,3.85,Phd,Tulsa,M,0,1,N/A,2,Quality Assurance Manager,07/18,03/20,N/A,N/A,N/A,N/A,N/A,N/A,3.21,1
2226,2227,Morehead State University,3.95,Phd,Hialeah,F,1,0,N/A,2,Paramedic,02/18,01/19,Software Developer,02/16,04/16,N/A,N/A,N/A,1.25,0
2227,2228,Southwestern University,3.67,Bachelors,Madison,N/A,N/A,0,N/A,0,Forensic Accountant,10/17,09/19,Speech-Language Pathologist,03/17,03/18,N/A,N/A,N/A,7.01,0
2228,2229,Howard University,2.61,Bachelors,San Jose,F,N/A,1,0,4,Human Resources Specialist,12/20,07/22,Quality Assurance Manager,05/20,08/21,N/A,N/A,N/A,9.64,1
2229,2230,National-Louis University,3.93,Bachelors,Reno,M,1,0,0,2,Aircraft Pilot,06/19,07/20,Biomedical Engineer,08/18,07/19,Archaeologist,01/15,06/16,0.62,0
2230,2231,University of Advancing Technology (UAT),3.26,Masters,San Francisco,M,0,1,0,1,Marine Biologist,07/21,03/23,N/A,N/A,N/A,N/A,N/A,N/A,2.86,0
2231,2232,University of Nebraska Medical Center,3.86,Bachelors,Henderson,F,0,1,1,0,Pediatric Nurse,08/20,09/21,Urban Planner,10/14,01/16,N/A,N/A,N/A,1.57,0
2232,2233,Rivier College,3.35,Bachelors,Anchorage,F,0,1,0,2,Paramedic,11/19,02/20,Archaeologist,12/15,11/16,Web Developer,01/14,01/15,1.53,0
2233,2234,Milwaukee Institute of Art and Design,2.61,Phd,Garland,N/A,0,0,N/A,4,Occupational Therapist,06/14,01/15,N/A,N/A,N/A,N/A,N/A,N/A,9.35,0
2234,2235,Keuka College,2.74,Bachelors,Norfolk,F,N/A,1,N/A,1,Construction Site Manager,02/20,09/21,N/A,N/A,N/A,N/A,N/A,N/A,8.67,0
2235,2236,Spertus Institute of Jewish Studies,3.1,Phd,San Bernardino,F,0,1,N/A,4,Multimedia Artist,09/21,05/22,Pharmacist,03/17,06/17,N/A,N/A,N/A,5.55,0
2236,2237,Blessing-Rieman College of Nursing,3.58,Phd,Chicago,M,1,0,1,4,IT Consultant,02/17,12/17,Customer Service Manager,01/14,04/14,IT Consultant,01/14,12/14,6.12,0
2237,2238,Franklin W. Olin College of Engineering,2.64,Masters,Kansas City,M,1,1,N/A,4,AI Researcher,05/15,10/16,Biomedical Engineer,02/14,08/14,N/A,N/A,N/A,5.77,0
2238,2239,The Catholic University of America,3.16,Bachelors,Aurora,F,1,0,1,3,Mechanical Engineer,05/16,11/16,Quality Assurance Manager,06/15,09/15,N/A,N/A,N/A,8.85,0
2239,2240,American InterContinental University - Ft. Lauderdale,2.69,Bachelors,Miami,F,1,0,1,1,Speech-Language Pathologist,08/19,09/20,Speech-Language Pathologist,04/18,06/18,Pharmacist,09/16,06/18,7.95,0
2240,2241,United States Military Academy,3.63,Phd,Boston,M,0,1,1,4,Paramedic,07/19,01/21,Wind Turbine Technician,02/17,04/18,N/A,N/A,N/A,4.88,0
2241,2242,Sherman College of Straight Chiropractic,2.93,Masters,Austin,N/A,N/A,0,0,3,Supply Chain Analyst,04/20,01/22,Data Scientist,09/17,09/18,Firefighter,08/16,03/17,1.1,0
2242,2243,St. Joseph's College of Maine,2.15,Masters,Las Vegas,N/A,0,1,0,0,Event Planner,07/17,08/18,Content Writer,04/17,08/18,Real Estate Agent,01/14,01/15,2.91,0
2243,2244,Morgan State University,2.33,Bachelors,Charlotte,N/A,N/A,0,N/A,3,Multimedia Artist,01/21,10/21,Marketing Manager,08/17,10/17,N/A,N/A,N/A,1.57,0
2244,2245,Salve Regina University,2.12,Phd,Laredo,N/A,0,0,N/A,0,Event Planner,10/16,03/18,Quality Assurance Manager,03/16,06/17,N/A,N/A,N/A,8.55,0
2245,2246,National College of Chiropractic,3.0,Bachelors,Durham,M,N/A,0,1,3,Cybersecurity Analyst,08/17,02/18,N/A,N/A,N/A,N/A,N/A,N/A,4.8,1
2246,2247,Pennsylvania State University - Altoona,2.21,Bachelors,Phoenix,F,1,0,0,4,Biomedical Engineer,11/18,09/20,N/A,N/A,N/A,N/A,N/A,N/A,2.71,0
2247,2248,Mount Union College,2.23,Bachelors,Greensboro,N/A,1,1,N/A,3,Paramedic,01/14,10/14,Urban Planner,01/14,08/15,SEO Specialist,01/14,09/15,5.54,0
2248,2249,American Indian College,3.88,Bachelors,Houston,M,N/A,1,N/A,3,Wind Turbine Technician,06/19,10/19,Paramedic,02/16,06/16,Pediatric Nurse,07/14,12/15,2.05,0
2249,2250,College of Idaho,3.75,Phd,Dallas,F,N/A,0,0,4,Chemical Technician,06/15,09/15,Paramedic,04/15,10/16,Logistician,09/14,01/16,6.13,1
2250,2251,Seattle Pacific University,2.9,Masters,Detroit,N/A,N/A,1,1,0,Firefighter,11/19,02/20,N/A,N/A,N/A,N/A,N/A,N/A,2.91,0
2251,2252,Wofford College,3.97,Bachelors,Lexington,F,1,1,N/A,4,Environmental Scientist,05/16,02/18,Civil Engineer,07/15,02/16,N/A,N/A,N/A,6.11,0
2252,2253,Randolph-Macon Woman's College,2.0,Bachelors,Chula Vista,N/A,1,1,N/A,1,Financial Analyst,10/17,07/19,Archaeologist,09/16,01/17,N/A,N/A,N/A,3.18,0
2253,2254,University of Illinois at Urbana-Champaign,3.23,Bachelors,Baltimore,F,0,1,0,3,Speech-Language Pathologist,10/15,02/16,N/A,N/A,N/A,N/A,N/A,N/A,6.64,1
2254,2255,Millennia Atlantic University,3.23,Bachelors,Jacksonville,N/A,N/A,1,0,1,Chemical Technician,01/15,10/16,Sales Representative,03/14,03/15,N/A,N/A,N/A,4.49,0
2255,2256,Edgewood College,2.91,Masters,Toledo,N/A,N/A,1,1,4,Software Developer,08/14,03/15,Fashion Designer,07/14,09/15,N/A,N/A,N/A,8.05,0
2256,2257,American Film Institute Center for Advanced Film and Television Studies,2.79,Masters,Newark,F,N/A,1,1,4,Event Planner,09/18,07/19,Public Relations Officer,07/14,03/15,N/A,N/A,N/A,1.92,0
2257,2258,Southwestern Assemblies of God University,2.91,Masters,San Diego,F,1,0,N/A,2,Marketing Manager,01/17,07/18,N/A,N/A,N/A,N/A,N/A,N/A,7.25,1
2258,2259,University of Portland,2.83,Masters,Indianapolis,F,N/A,1,1,1,Logistician,04/16,12/17,Firefighter,03/14,08/15,Public Relations Officer,02/14,05/15,0.36,0
2259,2260,Mount St. Mary's College California,3.46,Bachelors,Irving,M,N/A,0,N/A,2,Financial Analyst,06/15,10/15,Veterinarian,03/15,08/16,N/A,N/A,N/A,7.89,0
2260,2261,Logan College of Chiropractic,2.27,Phd,Norfolk,M,1,0,N/A,1,Forensic Accountant,05/14,09/15,Biomedical Engineer,02/14,12/15,N/A,N/A,N/A,2.37,0
2261,2262,Kanpur University,2.4,Masters,Lexington,F,N/A,0,0,2,Web Developer,03/18,10/18,Civil Engineer,10/15,08/17,Occupational Therapist,04/15,07/16,2.49,0
2262,2263,Mount St. Mary's College California,2.36,Masters,Tucson,M,0,1,N/A,2,Environmental Scientist,10/17,10/19,Data Scientist,07/17,01/18,N/A,N/A,N/A,9.52,1
2263,2264,Hampton University,2.52,Bachelors,Seattle,N/A,1,1,0,1,Data Scientist,03/18,07/18,Financial Analyst,03/14,01/15,N/A,N/A,N/A,4.34,0
2264,2265,Park College,3.05,Bachelors,New Orleans,F,1,0,N/A,4,Pharmacist,10/17,05/18,Firefighter,05/17,04/18,Customer Service Manager,01/16,09/16,5.36,0
2265,2266,Northwood University,2.22,Bachelors,Buffalo,M,1,0,N/A,0,Biomedical Engineer,11/21,07/22,N/A,N/A,N/A,N/A,N/A,N/A,6.52,0
2266,2267,Southern Methodist University,3.74,Bachelors,Plano,F,0,1,N/A,4,Biomedical Engineer,04/18,10/19,N/A,N/A,N/A,N/A,N/A,N/A,3.72,1
2267,2268,California Institute of the Arts,2.59,Phd,North Las Vegas,N/A,1,1,1,0,Industrial Designer,01/14,06/14,Pharmacist,01/14,09/15,N/A,N/A,N/A,8.9,0
2268,2269,Colby-Sawyer College,2.33,Phd,Scottsdale,N/A,1,1,1,1,Speech-Language Pathologist,03/14,12/15,High School Teacher,01/14,03/15,N/A,N/A,N/A,1.48,0
2269,2270,Colorado School of Mines,3.35,Masters,Fremont,M,1,0,0,3,Public Relations Officer,04/16,02/17,Real Estate Agent,01/15,12/15,Biomedical Engineer,11/14,01/16,6.81,0
2270,2271,Baldwin-Wallace College,2.08,Phd,Denver,N/A,1,0,N/A,4,Cybersecurity Analyst,05/21,10/21,Sales Representative,02/20,01/22,Archaeologist,04/16,01/18,9.88,0
2271,2272,John Marshall Law School,3.24,Masters,St. Louis,F,0,1,0,2,Marine Biologist,10/16,12/16,Quality Assurance Manager,02/14,03/15,N/A,N/A,N/A,2.58,0
2272,2273,Southwestern University,3.4,Masters,Charlotte,M,N/A,1,0,4,Event Planner,07/18,09/18,Data Scientist,04/16,06/17,N/A,N/A,N/A,7.75,0
2273,2274,University of Chicago,2.43,Phd,Anaheim,F,N/A,0,N/A,1,Wind Turbine Technician,12/18,11/20,N/A,N/A,N/A,N/A,N/A,N/A,0.18,0
2274,2275,Northwood University,2.08,Masters,Tulsa,F,1,1,1,3,Industrial Designer,02/21,04/22,N/A,N/A,N/A,N/A,N/A,N/A,3.55,1
2275,2276,West Virginia University Institute of Technology,2.73,Bachelors,Oakland,F,0,1,1,3,Biomedical Engineer,04/21,08/22,N/A,N/A,N/A,N/A,N/A,N/A,6.8,0
2276,2277,American InterContinental University - Ft. Lauderdale,2.2,Masters,St. Petersburg,N/A,1,0,0,4,Paramedic,06/15,09/16,N/A,N/A,N/A,N/A,N/A,N/A,6.63,0
2277,2278,Westminster College of Salt Lake City,2.23,Bachelors,Kansas City,F,N/A,0,1,4,Investment Banker,02/16,03/17,Mechanical Engineer,06/14,10/14,Urban Planner,03/14,07/14,3.94,0
2278,2279,Baze University Abuja,2.51,Phd,Winston–Salem,N/A,N/A,0,N/A,4,Chemical Technician,06/18,11/19,N/A,N/A,N/A,N/A,N/A,N/A,0.48,0
2279,2280,University of Vermont,2.59,Phd,Miami,F,0,0,N/A,1,Software Developer,11/20,09/21,N/A,N/A,N/A,N/A,N/A,N/A,3.42,0
2280,2281,Southeastern Oklahoma State University,3.06,Masters,Tokyo,N/A,N/A,1,1,0,Wind Turbine Technician,10/18,02/20,Video Game Developer,06/14,06/15,N/A,N/A,N/A,1.41,0
2281,2282,Shimer College,3.36,Bachelors,Beijing,N/A,1,0,1,0,Industrial Designer,11/16,10/17,N/A,N/A,N/A,N/A,N/A,N/A,9.3,0
2282,2283,California Baptist College,3.19,Masters,Boston,N/A,0,1,0,2,Customer Service Manager,08/16,04/17,Biomedical Engineer,01/15,04/15,N/A,N/A,N/A,8.48,0
2283,2284,Pitzer College,2.3,Phd,Nashville,F,N/A,1,1,1,Quality Assurance Manager,09/19,06/20,Urban Planner,05/15,12/16,N/A,N/A,N/A,9.14,0
2284,2285,College of St. Catherine,2.34,Masters,Irving,F,1,1,0,3,Social Media Coordinator,12/19,11/20,N/A,N/A,N/A,N/A,N/A,N/A,8.67,0
2285,2286,Quantum-Veritas International University,3.76,Masters,Greensboro,N/A,0,0,N/A,2,Environmental Scientist,01/16,01/17,N/A,N/A,N/A,N/A,N/A,N/A,8.15,0
2286,2287,Auburn University at Montgomery,3.12,Bachelors,Chicago,F,1,0,N/A,3,Software Developer,02/19,08/20,Biomedical Engineer,01/17,04/17,N/A,N/A,N/A,6.75,0
2287,2288,Columbia College Chicago,3.74,Phd,Buffalo,N/A,N/A,1,N/A,3,Software Developer,06/19,01/21,SEO Specialist,03/15,06/15,IT Consultant,02/15,08/16,2.92,0
2288,2289,Grambling State University,2.74,Masters,St. Louis,F,1,1,1,4,Dietitian,03/15,01/17,Content Writer,10/14,03/16,N/A,N/A,N/A,2.66,1
2289,2290,University of Colorado at Colorado Springs,3.23,Bachelors,Columbus,N/A,0,0,1,3,Biomedical Engineer,10/17,05/18,Firefighter,09/15,12/16,IT Consultant,03/14,06/15,0.09,0
2290,2291,Lutheran Bible Institute of Seattle,3.05,Masters,Montreal,N/A,1,1,1,3,Construction Site Manager,12/18,03/20,Pediatric Nurse,07/18,02/20,SEO Specialist,10/14,12/14,2.0,0
2291,2292,University of Osteopathic Medicine and Health Science,2.64,Bachelors,Boston,M,N/A,1,0,1,Software Developer,08/16,04/17,N/A,N/A,N/A,N/A,N/A,N/A,6.86,0
2292,2293,Lewis University,2.94,Bachelors,Minneapolis,F,0,1,0,4,Software Developer,11/17,09/19,N/A,N/A,N/A,N/A,N/A,N/A,9.8,1
2293,2294,Columbus State University,3.0,Masters,Atlanta,F,0,1,0,4,Industrial Designer,04/20,12/21,N/A,N/A,N/A,N/A,N/A,N/A,6.61,1
2294,2295,God's Bible School and College,2.4,Phd,Corpus Christi,M,N/A,1,N/A,2,SEO Specialist,05/17,08/18,N/A,N/A,N/A,N/A,N/A,N/A,9.04,0
2295,2296,State University of New York at Buffalo,2.63,Phd,Durham,N/A,1,1,0,4,Firefighter,08/21,11/22,Software Developer,07/21,03/23,N/A,N/A,N/A,9.04,0
2296,2297,University of Rio Grande,3.58,Bachelors,Chesapeake,N/A,1,1,1,0,Mechanical Engineer,01/19,07/20,Veterinarian,11/17,01/19,Chemical Technician,10/16,05/17,5.81,0
2297,2298,Quincy University,3.83,Phd,Baltimore,M,N/A,1,1,1,Pharmacist,01/18,05/18,Civil Engineer,10/16,07/17,N/A,N/A,N/A,2.34,0
2298,2299,Columbia College South Carolina,2.72,Bachelors,Greensboro,M,0,0,N/A,2,Customer Service Manager,10/15,07/17,Dental Hygienist,06/15,04/17,Sales Representative,06/14,08/14,4.72,0
2299,2300,Brescia University,2.61,Phd,Baltimore,N/A,N/A,0,1,0,Biomedical Engineer,11/14,07/16,Human Resources Specialist,10/14,01/16,N/A,N/A,N/A,2.44,0
2300,2301,University of North Carolina at Wilmington,2.39,Masters,Colorado Springs,F,0,1,1,3,Occupational Therapist,01/16,12/16,Customer Service Manager,02/14,01/16,Marketing Manager,01/14,09/15,4.35,0
2301,2302,Dominion College,3.36,Phd,Chicago,M,0,1,1,0,Graphic Designer,12/16,05/17,N/A,N/A,N/A,N/A,N/A,N/A,0.62,1
2302,2303,Johns Hopkins University,2.65,Bachelors,Montreal,M,1,0,0,2,Software Developer,05/18,10/19,Urban Planner,10/14,05/16,Supply Chain Analyst,08/14,01/16,8.27,0
2303,2304,Agnes Scott College,3.98,Bachelors,Arlington,M,N/A,0,0,4,Sales Representative,04/20,07/21,N/A,N/A,N/A,N/A,N/A,N/A,6.89,0
2304,2305,Bauder College,2.65,Phd,Winston–Salem,M,0,0,1,1,Project Manager,04/18,05/19,Civil Engineer,04/17,01/18,Supply Chain Analyst,04/16,12/16,8.71,0
2305,2306,University of Tulsa,2.79,Masters,Washington,M,1,1,1,2,SEO Specialist,05/15,08/16,Content Writer,12/14,09/15,N/A,N/A,N/A,4.95,0
2306,2307,God's Bible School and College,3.21,Bachelors,San Antonio,M,N/A,0,1,0,Civil Engineer,04/17,01/18,Mechanical Engineer,10/15,07/16,Occupational Therapist,03/15,12/15,8.75,0
2307,2308,Madison University (Distance Education),3.6,Bachelors,Reno,N/A,N/A,0,1,0,Wind Turbine Technician,04/15,02/16,Pediatric Nurse,09/14,12/14,N/A,N/A,N/A,1.58,0
2308,2309,Langston University,2.94,Bachelors,Columbus,N/A,0,1,0,2,Sales Representative,06/16,08/17,Civil Engineer,04/14,01/16,N/A,N/A,N/A,6.81,0
2309,2310,Vyatka State Pedagogical University,2.85,Bachelors,Raleigh,M,0,0,N/A,2,Social Media Coordinator,07/20,05/21,N/A,N/A,N/A,N/A,N/A,N/A,8.93,1
2310,2311,Northwestern College Iowa,3.99,Bachelors,Hialeah,N/A,0,1,1,2,Project Manager,12/20,06/21,Web Developer,07/16,09/17,Project Manager,05/15,03/17,4.41,0
2311,2312,Gardner Webb University,2.02,Masters,Fort Worth,F,N/A,0,0,4,Cybersecurity Analyst,05/20,04/22,Video Game Developer,11/14,03/16,N/A,N/A,N/A,9.35,0
2312,2313,Drew University,3.79,Phd,Gilbert,F,0,0,1,2,Public Relations Officer,11/17,05/18,Multimedia Artist,05/17,09/18,Sales Representative,04/16,09/16,7.2,0
2313,2314,St. Joseph's College New York,2.3,Masters,Minneapolis,M,N/A,0,N/A,3,Event Planner,02/14,08/14,N/A,N/A,N/A,N/A,N/A,N/A,6.67,0
2314,2315,Institute of Paper Science and Technology,3.57,Masters,Fort Worth,F,1,0,0,1,Multimedia Artist,10/17,01/18,N/A,N/A,N/A,N/A,N/A,N/A,8.16,1
2315,2316,Columbus State University,3.24,Bachelors,Memphis,F,N/A,0,0,1,Project Manager,03/16,02/17,Sales Representative,12/14,12/15,Fashion Designer,11/14,07/16,2.8,0
2316,2317,Tennessee State University,2.68,Masters,New Orleans,N/A,0,1,N/A,3,Speech-Language Pathologist,04/18,01/20,Wind Turbine Technician,11/14,01/15,N/A,N/A,N/A,1.35,0
2317,2318,University of Northern Iowa,3.75,Bachelors,Columbus,N/A,N/A,1,N/A,0,Marketing Manager,03/14,08/15,Multimedia Artist,01/14,09/14,N/A,N/A,N/A,6.81,0
2318,2319,University of Arizona,2.03,Masters,Oakland,N/A,0,0,0,0,Forensic Accountant,06/14,05/16,Construction Site Manager,01/14,10/14,N/A,N/A,N/A,3.04,0
2319,2320,Akademia Podlaska,2.45,Bachelors,Seattle,N/A,1,1,N/A,0,Investment Banker,10/16,09/18,Logistician,05/14,11/15,Cybersecurity Analyst,02/14,09/15,3.89,0
2320,2321,Ashland University,3.13,Bachelors,Boise,F,0,0,1,0,SEO Specialist,12/15,09/17,Fashion Designer,06/15,05/17,N/A,N/A,N/A,6.07,0
2321,2322,Columbia College South Carolina,2.7,Masters,Seattle,M,0,0,N/A,4,Logistician,06/14,03/15,Human Resources Specialist,06/14,03/16,N/A,N/A,N/A,7.3,1
2322,2323,Sheldon Jackson College,3.22,Masters,Hialeah,N/A,0,0,N/A,3,Environmental Scientist,12/18,09/19,Social Media Coordinator,08/15,10/16,N/A,N/A,N/A,3.99,0
2323,2324,University of Tennessee - Knoxville,2.05,Phd,Winston–Salem,F,0,0,0,1,Customer Service Manager,09/14,07/15,N/A,N/A,N/A,N/A,N/A,N/A,2.82,1
2324,2325,Hamline University,2.23,Phd,Orlando,N/A,0,0,N/A,3,Firefighter,02/15,02/17,Public Relations Officer,06/14,09/14,N/A,N/A,N/A,7.61,0
2325,2326,Osaka International University,2.25,Phd,Chandler,F,0,1,0,1,Data Scientist,12/16,09/18,Marine Biologist,10/14,05/16,Logistician,10/14,08/16,9.15,0
2326,2327,Tui Online University,2.38,Masters,Albuquerque,N/A,1,1,1,0,Dental Hygienist,07/17,10/18,Telecommunications Specialist,03/14,04/15,Fashion Designer,03/14,07/14,0.52,0
2327,2328,City University of New York Medical School / Sophie Davis School of Biomedical Education,2.92,Masters,Dallas,M,1,1,N/A,4,Social Media Coordinator,06/14,04/16,Civil Engineer,03/14,05/15,N/A,N/A,N/A,2.82,1
2328,2329,Holmes Institute,3.5,Bachelors,Irvine,N/A,N/A,1,N/A,2,Pediatric Nurse,03/19,02/21,Construction Site Manager,01/16,05/16,Sales Representative,10/15,10/17,5.93,0
2329,2330,Salem Teikyo University,3.81,Phd,Chesapeake,M,0,0,0,2,Human Resources Specialist,02/14,06/14,Social Media Coordinator,02/14,09/14,SEO Specialist,01/14,06/15,1.21,1
2330,2331,Tusculum College,3.67,Bachelors,Honolulu,N/A,N/A,1,0,0,Speech-Language Pathologist,08/16,03/18,Veterinarian,02/16,12/16,N/A,N/A,N/A,3.96,0
2331,2332,Nyack College,2.39,Bachelors,Omaha,N/A,1,0,N/A,0,Environmental Scientist,08/20,02/21,N/A,N/A,N/A,N/A,N/A,N/A,6.25,0
2332,2333,University of North Carolina at Wilmington,2.88,Bachelors,Henderson,N/A,1,0,0,3,Telecommunications Specialist,11/16,11/18,Urban Planner,02/15,01/16,N/A,N/A,N/A,9.87,0
2333,2334,Palmer College of Chiropractic West,2.4,Bachelors,Washington,F,0,1,N/A,4,Cybersecurity Analyst,12/21,07/23,Video Game Developer,07/16,07/17,Pharmacist,12/15,05/17,6.6,0
2334,2335,San Francisco Art Institute,2.53,Phd,Denver,F,0,1,1,4,Real Estate Agent,07/17,12/18,Veterinarian,12/14,08/15,Forensic Accountant,04/14,07/14,5.44,0
2335,2336,Albertus Magnus College,3.01,Bachelors,Corpus Christi,M,N/A,0,N/A,3,Wind Turbine Technician,05/21,05/22,Paramedic,08/15,03/16,N/A,N/A,N/A,8.18,0
2336,2337,Columbia Union College,2.14,Masters,Greensboro,M,1,0,1,4,Environmental Scientist,11/16,03/17,Paramedic,10/14,02/15,Civil Engineer,10/14,01/16,2.79,0
2337,2338,Salem State College,2.44,Masters,Phoenix,F,N/A,0,1,4,Event Planner,04/15,08/15,N/A,N/A,N/A,N/A,N/A,N/A,9.62,1
2338,2339,Massachusetts Maritime Academy,3.87,Masters,Toledo,M,N/A,1,0,2,Supply Chain Analyst,01/17,08/18,Telecommunications Specialist,03/14,10/15,N/A,N/A,N/A,4.23,0
2339,2340,Johns Hopkins University,2.93,Phd,St. Louis,M,N/A,0,0,4,Multimedia Artist,04/17,09/18,Civil Engineer,09/14,03/15,Fashion Designer,08/14,05/16,9.45,0
2340,2341,Eastern Washington University,2.89,Bachelors,Atlanta,F,0,0,0,0,Supply Chain Analyst,04/16,01/18,N/A,N/A,N/A,N/A,N/A,N/A,8.32,0
2341,2342,Marymount Manhattan College,2.03,Phd,Jacksonville,F,1,0,0,2,Fashion Designer,12/16,11/17,Supply Chain Analyst,11/15,04/17,Video Game Developer,11/15,09/16,8.9,1
2342,2343,Community College of Denver,2.49,Bachelors,Chesapeake,F,N/A,0,N/A,0,Archaeologist,03/14,11/15,N/A,N/A,N/A,N/A,N/A,N/A,9.92,1
2343,2344,IntelliTec College - Grand Junction,3.73,Phd,Corpus Christi,F,1,1,1,0,Occupational Therapist,07/17,10/17,Construction Site Manager,07/14,01/15,High School Teacher,04/14,02/15,4.82,0
2344,2345,New England School of Law,2.33,Phd,Miami,N/A,1,1,N/A,3,IT Consultant,08/14,03/16,Event Planner,04/14,02/16,N/A,N/A,N/A,4.32,0
